name,domain,city,state,clia_number
QUEST DIAGNOSTICS - MERCY HOSP FLOW LAB,mercy.net,SPRINGFIELD,MO,26D2257912
ALPHA MEDICAL LABORATORY,alphamedicallab.com,NIXA,MO,26D2293206
MERCY MOBILE HEALTH - SPRINGFIELD,mercy.net,SPRINGFIELD,MO,26D2309664
PLASTIC SURGERY RACING LLC,417plasticsurgery.com,SPRINGFIELD,MO,26D2310298
"PANOME BIO, INC",panomebio.com,SAINT LOUIS,MO,26D2326307
VISTA DERMATOLOGY,vistamd.com,ST. LOUIS,MO,26D2336207
MONTANA PUBLIC HEALTH LABORATORY,dphhs.mt.gov,HELENA,MT,27D0652531
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,BILLINGS,MT,27D0990025
WESTERN MONTANA CLINIC-CMC,westernmontanaclinic.com,MISSOULA,MT,27D2091245
BIG SKY LABORATORY,bigskylaboratory.com,GREAT FALLS,MT,27D2095592
WESTERN MONTANA CLINIC MOHS LAB,westernmontanaclinic.com,MISSOULA,MT,27D2107786
WESTERN MONTANA CLINIC PATHOLOGY,pcwmt.com,MISSOULA,MT,27D2107905
BILLINGS CLINIC MED FLIGHT BILLINGS,billingsclinic.com,BILLINGS,MT,27D2138320
"HEMATOLOGICS, INC",hematologics.com,CLANCY,MT,27D2168274
BILLINGS CLINIC MED FLIGHT BELGRADE,billingsclinic.com,BELGRADE,MT,27D2242990
BENEFIS HELENA SPECIALTY CENTER,benefis.org,HELENA,MT,27D2297351
RIVERSTONE HEALTH MOBILE UNIT,riverstonehealth.org,BILLINGS,MT,27D2322385
"CSL PLASMA, INC",cslplasma.com,OMAHA,NE,28D0453719
SAINT PAUL VI INSTITUTE NATIONAL WOMEN'S,saintpaulvi.com,OMAHA,NE,28D0453756
PATHOLOGY SERVICES PC,pathologyservices.com,NORTH PLATTE,NE,28D0456332
LINCOLN-LANCASTER COUNTY HEALTH DEPARTMENT,lincoln.ne.gov,LINCOLN,NE,28D0674817
NEOGEN GENESEEK OPERATIONS,geneseek.com,LINCOLN,NE,28D2165782
"WP LABORATORIES, LLC",wplab.com,MCCOOK,NE,28D2190576
PRECIPIO INC,precipiodx.com,OMAHA,NE,28D2215036
YORK NE RRL - QUEST DIAGNOSTICS,questdiagnostics.com,YORK,NE,28D2219377
"PATHOLOGY MEDICAL SERVICES, PC",pmspc.org,LINCOLN,NE,28D2297263
SUMMIT PATHOLOGY,summitpathology.com,SCOTTSBLUFF,NE,28D2329752
FALLON PAIUTE-SHOSHONE TRIBE,fpst.org,FALLON,NV,29D0706920
LAS VEGAS SKIN AND CANCER CLINICS-N TENAYA,lvscc.com,LAS VEGAS,NV,29D0934898
GREAT BASIN PATHOLOGY,,ELKO,NV,29D0966835
SOUTHERN NEVADA PUBLIC HEALTH LABORATORY,southernnevadahealthdistrict.org,LAS VEGAS,NV,29D1027844
DIGESTIVE DISEASE SPECIALIST,ddslasvegas.com,LAS VEGAS,NV,29D2026907
LAS VEGAS SKIN AND CANCER CLINICS-WARM SPRINGS,lvscc.com,LAS VEGAS,NV,29D2028995
EXELLABS LLC,labdraw.com,LAS VEGAS,NV,29D2099729
"AMERICAN SPECIALTY LAB, LLC",aslvegas.com,LAS VEGAS,NV,29D2102809
"CSL PLASMA, INC",cslplasma.com,LAS VEGAS,NV,29D2140510
OPTIMUMEDICINE,optimumedicine.com,LAS VEGAS,NV,29D2157494
"CSL PLASMA, INC",cslplasma.com,LAS VEGAS,NV,29D2258441
RELENTLESS HEALTH,relentlesshealth.com,RENO,NV,29D2302788
LABORATORY CORPORATION OF AMERICAN HOLDINGS,labcorp.com,WINDHAM,NH,30D0087087
NEW HAMPSHIRE PUBLIC HEALTH LAB,dhhs.nh.gov,CONCORD,NH,30D0652812
ELLIOT URGENT CARE POCT LAB AT LONDONDERRY,elliothospital.org,LONDONDERRY,NH,30D1059581
DHART - MANCHESTER,dartmouth-hitchcock.org,MANCHESTER,NH,30D2308580
"DIOSDADO NON MEDICAL SERVICES, LLC",ocmedlab.com,BRICK,NJ,31D0122897
CARE STATION MEDICAL GROUP,carestationmedical.com,LINDEN,NJ,31D0876565
PUBLIC HEALTH AND ENVIRONMENTAL,ewingnj.org,EWING,NJ,31D0881184
RNJ SERVICES INC,premierlab.info,EDISON,NJ,31D0894713
REPRODUCTIVE MEDICINE ASSOCIATES,rmanetwork.com,MORRISTOWN,NJ,31D0919498
ELECTRON MICROSCOPY LABORATORY,emsl.com,PISCATAWAY,NJ,31D1092394
ATLANTICARE REGIONAL MEDICAL CENTER -,atlanticare.org,HAMMONTON,NJ,31D1100091
"BIO-LABS USA, INC",wadsworth.org,LINDEN,NJ,31D2016520
REPRODUCTIVE MEDICINE ASSOCIATES,rmanetwork.com,BASKING RIDGE,NJ,31D2046030
SYNERGY MEDICAL LABS,synergymedlabs.com,KEYPORT,NJ,31D2053614
OFIS LABS INC,hub.biz,ENGLEWOOD,NJ,31D2056990
BIOGENICA LABORATORIES LLC,biogenicalabs.com,ELMWOOD PARK,NJ,31D2063148
AKRIVIA PATHOLOGY,wadsworth.org,FLORHAM PARK,NJ,31D2091356
RIDGEWOOD DIAGNOSTIC LABORATORY,ridgewoodlab.com,HACKENSACK,NJ,31D2109691
"APOLLO CLINICAL LABORATORIES, INC",qlslabs.com,UNION,NJ,31D2114374
RELIANCE DIAGNOSTICS,reliancediagnosticslab.com,FAIRFIELD,NJ,31D2119781
REPRODUCTIVE MEDICINE ASSOCIATES,rmanetwork.com,MARLTON,NJ,31D2120264
ETHEL DIAGNOSTIC LABORATORY,ehealthscores.com,EDISON,NJ,31D2140887
ADVANCED CLINICAL SOLUTION,advancedclinical.com,EATONTOWN,NJ,31D2194901
PREMIER LABORATORIES,whereorg.com,WOOD-RIDGE,NJ,31D2197504
XPRESSDX,xpressdx.com,SADDLE BROOK,NJ,31D2240655
AMEDIX DIAGNOSTIC,amedixlaboratory.com,LITTLE FALLS,NJ,31D2263712
INSTITUTE FOR DERMATOPATHOLOGY INC,dermpathdiagnostics.com,STONE HARBOR,NJ,31D2279658
CALVIN STRAND,healthlynked.com,JERSEY CITY,NJ,31D2283079
"GIVE LEGACY - NEW JERSEY, LLC",givelegacy.com,HOBOKEN,NJ,31D2285605
CUMBERMEADE DIAGNOSTICS,,FORT LEE,NJ,31D2301237
GENETIKAPLUS US INC,genetikaplus.com,KEARNY,NJ,31D2303234
LINUS BIOTECHNOLOGY,,NORTH BRUNSWICK,NJ,31D2307499
COLFAX GENERAL LABORATORY,colfaxhealth.org,SPRINGER,NM,32D0536885
BERNALILLO HEALTH CARE CORP,bernco.gov,ALBUQUERQUE,NM,32D0689349
"CSL PLASMA, INC",,ALBUQUERQUE,NM,32D2090559
SANTA FE EAST BRANCH LAB,tricore.org,SANTA FE,NM,32D2092446
PATHOLOGY CONSULTANTS OF NEW MEXICO,pcnm.com,LAS CRUCES,NM,32D2125074
RUIDOSO PUBLIC HEALTH OFFICE,nmhealth.org,RUIDOSO,NM,32D2325305
DOH - MOBILE UNITS,vaccinenm.org,ALBUQUERQUE,NM,32D2338856
WADSWORTH CENTER-BIGGS LABORATORY,wadsworth.org,ALBANY,NY,33D0654341
WADSWORTH CENTER - GRIFFIN LABORATORY,wadsworth.org,SLINGERLANDS,NY,33D2005935
WADSWORTH CENTER - DAVID AXELROD INSTITUTE,wadsworth.org,ALBANY,NY,33D2005937
QUEST DIAGNOSTICS,questdiagnostics.com,MOUNT KISCO,NY,33D2317249
BOLTROPE PODIATRY NY PLLC,,NANUET,NY,33D2317392
"CENTURY MEDICAL AND DENTAL CENTER, INC",centurymedicaldental.com,BROOKLYN,NY,33D2319880
GUARDANT HEALTH - LONG ISLAND CITY,guardanthealth.com,LONG ISLAND CITY,NY,33D2322874
"BIOREFERENCE HEALTH, LLC",bioreference.com,SPRING VALLEY,NY,33D2324066
GASTROCARE LI,gastrocareli.com,VALLEY STREAM,NY,33D2325020
"MEDPATH DIAGNOSTICS, INC",medpathdiagnosticlab.com,MEDFORD,NY,33D2326528
"JRR MEDICAL, PC",,NEW YORK,NY,33D2327152
"NIGHTINGALE HEALTH UNITED STATES, INC, NY LAB",nightingalehealth.com,LONG ISLAND CITY,NY,33D2331591
REGENERON CLINICAL GENOMICS LABORATORY,regeneron.com,TARRYTOWN,NY,33D2332899
MOUNT SINAI DERMATOPATHOLOGY LABORATORY,mountsinai.org,NEW YORK,NY,33D2334608
NYU LANGONE HEALTH - PENN DISTRICT LABORATORY,nyulangone.org,NEW YORK,NY,33D2334703
PHL QUICKIE AT MORRISANIA,nyc.gov,BRONX,NY,33D2334895
WESTERN NEW YORK DIAGNOSTICS LLC,wnyig.com,BUFFALO,NY,33D2337802
"HAMPTON PATHOLOGY, PC",southampton.stonybrookmedicine.edu,SOUTHAMPTON,NY,33D2338149
CENTRAL CAROLINA OB-GYN,ccobgyn.com,GREENSBORO,NC,34D0239261
LABORATORY CORPORATION OF AMERICA HOLDINGS,opengovus.com,RALEIGH,NC,34D0655181
"CSL PLASMA, INC",cslplasma.com,CHARLOTTE,NC,34D0670194
SCOTLAND COUNTY HEALTH AND HUMAN SERVICES,scotlandcounty.org,LAURINBURG,NC,34D0691493
NC STATE LABORATORY OF PUBLIC HEALTH,slph.dph.ncdhhs.gov,RALEIGH,NC,34D0692393
CLEVELAND COUNTY HEALTH DEPARTMENT,clevelandcountyhdnc.com,SHELBY,NC,34D0692719
LABORATORY CORP OF AMERICA HOLDINGS,ir.labcorp.com,MARS HILL,NC,34D0705479
NC HEALTH DEPTS - AREA C,waynegov.com,GOLDSBORO,NC,34D0865177
NORTH CAROLINA COUNTY HEALTH DEPT - AREA D,pittcountync.gov,GREENVILLE,NC,34D0865324
NC COUNTY HEALTH DEPARTMENT - AREA A,madisoncountyhealth.org,MARSHALL,NC,34D0865328
NORTH CAROLINA COUNTY HEALTH DEPARTMENT AREA B,rockinghamcountync.gov,REIDSVILLE,NC,34D0865330
PIEDMONT HEALTHCARE URGENT CARE,piedmonthealthcare.com,STATESVILLE,NC,34D0922674
LABORATORY CORPORATION OF AMERICA HOLDINGS,locations.labcorp.com,MORRISVILLE,NC,34D0952253
CELLIGENT DIAGNOSTICS - ATRIUM HEALTH MAIN,celligent.net,CHARLOTTE,NC,34D1026615
CELLIGENT DIAGNOSTICS - ATRIUM HEALTH MERCY,celligent.net,CHARLOTTE,NC,34D1026616
CELLIGENT DIAGNOSTICS - ATRIUM HEALTH PINEVILLE,celligent.net,CHARLOTTE,NC,34D1047573
"PATHOLOGISTS DIAGNOSTIC LABORATORY, PA",pdlpath.com,WINSTON-SALEM,NC,34D1059373
LABORATORY CORP OF AMERICA HOLDINGS - HICKORY,labcorp.com,HICKORY,NC,34D1064618
IREDELL COUNTY HEALTH DEPARTMENT,iredellcountync.gov,MOORESVILLE,NC,34D1092232
LABORATORY CORPORATION OF AMERICA HOLDINGS,locations.labcorp.com,ASHEVILLE,NC,34D2028103
CELLIGENT DIAGNOSTICS - ATRIUM HEALTH LINCOLN,celligent.net,LINCOLNTON,NC,34D2082214
"SELECT REFERENCE LABORATORIES, LLC",gso.select-labs.com,GREENSBORO,NC,34D2091857
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,MOUNT OLIVE,NC,34D2093492
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,ROCKY MOUNT,NC,34D2148820
LABORATORY CORPORATION OF AMERICA HOLDINGS,locations.labcorp.com,DURHAM,NC,34D2152945
LACAR US INC,web.aphl.org,DURHAM,NC,34D2155110
BIOLIFE PLASMA SERVICES,biolifeplasma.com,CHARLOTTE,NC,34D2167933
"EUROFINS DONOR & PRODUCT TESTING, LLC",eurofinsus.com,WINSTON-SALEM,NC,34D2174074
TRYON MEDICAL PARTNERS CENTRAL LABORATORY,tryonmed.com,CHARLOTTE,NC,34D2176946
"ASAP LABS AND CARE, LLC",asaplabsandcare.com,GREENSBORO,NC,34D2205647
"INVITROX, INC",invitrox.com,RESEARCH TRIANGLE PARK,NC,34D2222817
LABCORP OF AMERICA HOLDINGS AT,locations.labcorp.com,REIDSVILLE,NC,34D2228340
NEW VISION THERAPY LLC LAB,newvisiontherapy.org,GREENSBORO,NC,34D2235281
"EASTERN LABORATORY ASSOCIATES, LLC",easternlabassociates.com,GREENVILLE,NC,34D2264897
"PATHOLOGISTS DIAGNOSTIC LABORATORY, PA",pdlpath.com,CONCORD,NC,34D2267316
"AEMA LABS, INC DBA EXCEL MEDICAL LABS",excelmedicallabs.com,MOORESVILLE,NC,34D2273388
"WILMINGTON PATHOLOGY ASSOCIATES, PA",wilmingtonpathology.com,WILMINGTON,NC,34D2281778
YANCEY COUNTY HEALTH DEPARTMENT,yanceycountync.gov,BURNSVILLE,NC,34D2284096
LABCORP OF AMERICA HOLDINGS CONE HEALTH,conehealth.com,HIGH POINT,NC,34D2287514
HONORBRIDGE,honorbridge.org,CHAPEL HILL,NC,34D2292280
CELLIGENT DIAGNOSTICS - ATRIUM HEALTH,celligent.net,CHARLOTTE,NC,34D2305694
LABORATORY CORPORATION OF AMERICA HOLDINGS,locations.labcorp.com,GREENSBORO,NC,34D2311349
LABORATORY CORPORATION OF AMERICA HOLDINGS,opengovus.com,RALEIGH,NC,34D2312278
PATHOLOGY ASSOCIATES OF NORTH CAROLINA,pathassocnc.com,WINSTON-SALEM,NC,34D2317148
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,FARGO,ND,35D0676905
ND DEPARTMENT OF HEALTH & HUMAN SERVICES,hhs.nd.gov,BISMARCK,ND,35D0691722
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,BISMARCK,ND,35D0974443
"MEDSCAN LABORATORY, INC",medscanlab.com,WILLISTON,ND,35D0991209
SKIN WIN DERMATOLOGY,skinwindermatology.com,WILLISTON,ND,35D2213935
"PATHOLOGY CONSULTANTS, PC  DBA OPEN SKY LABORATORY",openskylaboratory.com,WEST FARGO,ND,35D2303413
GRACE AND GRATITUDE WELLNESS PLLC,graceandgratitudewellness.com,DEVILS LAKE,ND,35D2320023
LABCORP CORPORATION OF AMERICA HOLDINGS,locations.labcorp.com,COLUMBUS,OH,36D0329538
OHIO DEPARTMENT OF PUBLIC HEALTH LABORATORY,odh.ohio.gov,REYNOLDSBURG,OH,36D0655844
"CSL PLASMA, INC",cslplasma.com,DAYTON,OH,36D0670191
"CSL PLASMA, INC",cslplasma.com,CLEVELAND,OH,36D0670193
"CSL PLASMA, INC",cslplasma.com,AKRON,OH,36D0670195
LUCAS COUNTY REGIONAL HEALTH DISTRICT,lucascountyhealth.com,TOLEDO,OH,36D0674771
PUBLIC HEALTH-DAYTON & MONTGOMERY COUNTY (PHDMC),phdmc.org,DAYTON,OH,36D0685582
ASSOCIATES IN DERMATOLOGY INC,healthyskinmd.com,MIDDLEBURG HEIGHTS,OH,36D0987996
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,LIMA,OH,36D1009827
QUEST DIAGNOSTICS OF PENNSYLVANIA INC,regional.questdiagnostics.com,WARREN,OH,36D1067584
QUEST DIAGNOSTICS OF PENNSYLVANIA INC,questdiagnostics.com,POLAND,OH,36D1067585
ACCUPATH DIAGNOSTIC LABORATORIES INC,acupath.com,CINCINNATI,OH,36D1104050
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,MIDDLETOWN,OH,36D1106603
COMMUNITY ACTION AGAINST ADDICTION,,CLEVELAND,OH,36D2027185
WEST CENTRAL OHIO HISTOLOGY LLC,nationwidehistology.com,LIMA,OH,36D2058199
GNOME SCIENCES,gnomesciences.com,POWELL,OH,36D2068194
"AMERICAN DERMATOPATHOLOGY LABORATORY, LLC",americandermpath.com,CENTERVILLE,OH,36D2072045
"CSL PLASMA, INC",cslplasma.com,COLUMBUS,OH,36D2099138
"CSL PLASMA, INC",cslplasma.com,ELYRIA,OH,36D2109456
"CSL PLASMA, INC",cslplasma.com,PARMA HEIGHTS,OH,36D2110200
"CSL PLASMA, INC",cslplasma.com,KENT,OH,36D2110204
"CSL PLASMA, INC - CINCINNATI 189",cslplasma.com,CINCINNATI,OH,36D2126220
"CSL PLASMA, INC",cslplasma.com,TOLEDO,OH,36D2145996
"CSL PLASMA, INC",cslplasma.com,CANTON,OH,36D2149399
"BAYLESS PATHMARK, INC",beta.npiviewer.com,MIDDLEBURG HEIGHTS,OH,36D2169800
"MIDWEST RECOVERY CENTER, LLC",midwestrecoverycenter.com,TOLEDO,OH,36D2220842
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,TOLEDO,OH,36D2277759
UNIVERSITY HOSPITALS CRITICAL CARE TRANSPORT LLC,uhairmed.org,CHARDON,OH,36D2303734
LABORATORY CORPORATION OF AMERICA HOLDINGS,locations.labcorp.com,SANDUSKY,OH,36D2305120
"INFORM DIAGNOSTICS, INC",informdx.com,BRECKSVILLE,OH,36D2308708
CAROLYN SOK DERMATOPATHOLOGY,benchmarkdiagnostics.com,SOLON,OH,36D2311219
AMER AND SONS LAB CORPORATION DBA PUREVIEW LABS,pureviewlab.com,DAYTON,OH,36D2313964
DR MOAD/DLCS,,HAMILTON,OH,36D2320900
"KRISTIN MCNAMARA, DDS, LLC",dentistry.osu.edu,COLUMBUS,OH,36D2323137
WAH-ZHA-ZHI HEALTH CENTER,osagenation-nsn.gov,PAWHUSKA,OK,37D0050835
"CSL PLASMA, INC",cslplasma.com,OKLAHOMA CITY,OK,37D0470270
"CSL PLASMA, INC",cslplasma.com,LAWTON,OK,37D0472132
OKLAHOMA STATE DEPARTMENT OF HEALTH,health.oklahoma.gov,STILLWATER,OK,37D0656594
"CSL PLASMA, INC",cslplasma.com,TULSA,OK,37D0670187
"CSL PLASMA, INC",cslplasma.com,TULSA,OK,37D0672172
"CSL PLASMA, INC",cslplasma.com,NORMAN,OK,37D0869306
CLINICAL PERFUSION SYSTEMS,tulsacps.com,TULSA,OK,37D0931677
BIOLIFE PLASMA SERVICES,biolifeplasma.com,BROKEN ARROW,OK,37D1105352
"XYZ MEDICAL, LLC",solvhealth.com,COALGATE,OK,37D2082356
SAINT FRANCIS LAB-BA KENOSHA,saintfrancis.com,BROKEN ARROW,OK,37D2089971
SAINT FRANCIS LAB-TULSA HILLS,saintfrancis.com,TULSA,OK,37D2089973
PREMIER PLUS URGENT CARE,premierplusurgentcare.com,YUKON,OK,37D2109478
SAINT FRANCIS LAB-SAND SPRINGS URGENT CARE,saintfrancis.com,SAND SPRINGS,OK,37D2144421
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,OKLAHOMA CITY,OK,37D2170881
QUEST DIAGNOSTICS - OKLAHOMA CITY RRL,questdiagnostics.com,OKLAHOMA CITY,OK,37D2223375
ANATOMICAL PATHOLOGY ASSOCIATES-CP LAB,npiindex.com,ADA,OK,37D2254947
LABORATORY CORPORATION OF AMERICA,labcorp.com,OKLAHOMA CITY,OK,37D2294638
LABORATORY CORPORATION OF AMERICA,labcorp.com,TULSA,OK,37D2322172
QUEST DIAGNOSTICS,questdiagnostics.com,SALEM,OR,38D0625794
NORTH BEND MEDICAL CENTER,nbmchealth.com,COOS BAY,OR,38D0627047
CURRY HLTH DIST DBA CURRY GENERAL HOSPITAL,curryhealthnetwork.com,GOLD BEACH,OR,38D0627147
QUEST DIAGNOSTICS - ROSEBURG,locations.questdiagnostics.com,ROSEBURG,OR,38D0667969
"CSL PLASMA, INC",cslplasma.com,MEDFORD,OR,38D0672140
SALEM CLINIC LABORATORY,salemclinic.org,SALEM,OR,38D0679715
"OREGON CLINIC GI PATHOLOGY LAB, THE",oregonclinic.com,PORTLAND,OR,38D0712684
INCYTE PATHOLOGY - GRANDE RONDE HOSPITAL BRANCH,incytepathology.com,LA GRANDE,OR,38D0910143
INCYTE PATHOLOGY-GOOD SHEPHERD BRANCH,incytepathology.com,HERMISTON,OR,38D0910144
ZRT LABORATORY,zrtlab.com,BEAVERTON,OR,38D0960950
CURRY MEDICAL CENTER LABORATORY,curryhealthnetwork.com,BROOKINGS,OR,38D0963720
LABORATORY CORPORATION OF AMERICA,locations.labcorp.com,PORTLAND,OR,38D1027784
LABCORP- YVFW MIRASOL HERMISTON,yvfwc.com,HERMISTON,OR,38D1052678
LABORATORY CORPORATION OF AMERICA,locations.labcorp.com,WOODBURN,OR,38D1052679
LABORATORY CORPORATION OF AMERICA,locations.labcorp.com,SALEM,OR,38D1052681
ASSURE DRUG DETECTION LLC,assuritytesting.com,LA GRANDE,OR,38D2039090
ZOOMCARE LABORATORY,zoomcare.com,TIGARD,OR,38D2040640
IP EUGENE 1,eugene-or.gov,EUGENE,OR,38D2060212
VISTA PATHOLOGY LABORATORY LLC,vistapathology.com,GRANTS PASS,OR,38D2074144
GOLDEN TOXICOLOGY LLC,goldenwestdiagnostics.com,WEST LINN,OR,38D2095727
VISTA PATHOLOGY LABORATORY LLC,vistapathology.com,MEDFORD,OR,38D2096241
ZOOMCARE LLOYD DISTRICT SUPER,zoomcare.com,PORTLAND,OR,38D2100145
SIRONA DX INC,sironadx.com,PORTLAND,OR,38D2143031
HIGH PRECISION LABORATORY INC,hplaboratory.com,PORTLAND,OR,38D2315693
PREFERRED PRIMARY CARE PHYSICIANS INC,ppcp.org,CARNEGIE,PA,39D0179913
GMG SCENERY PARK,locations.geisinger.org,STATE COLLEGE,PA,39D0185014
GMG POTTSVILLE,city.pottsville.pa.us,POTTSVILLE,PA,39D0189568
GMG TUNKHANNOCK,gmgtransport.com,TUNKHANNOCK,PA,39D0192921
UPMC DERMATOPATHOLOGY LAB,dermpath.upmc.edu,PITTSBURGH,PA,39D0657006
PITTSBURGH RETROVIRUS LABORATORY,dom.pitt.edu,PITTSBURGH,PA,39D0657056
CENTERVILLE CLINICS INC LAB,centervilleclinics.com,FREDERICKTOWN,PA,39D0657071
GMG GRAYS WOODS,gw.scasd.org,PORT MATILDA,PA,39D0657274
PUBLIC HEALTH LAB CITY OF PHILADELPHIA,phila.gov,PHILADELPHIA,PA,39D0657854
PA DEPT OF HEALTH BUREAU OF LABS,pa.gov,EXTON,PA,39D0709453
CORE LABORATORY,pittcorelab.com,PITTSBURGH,PA,39D0928351
LANCASTER SKIN CENTER PC,lancasterskincenter.com,LANCASTER,PA,39D0931167
ARTHRITIS & OSTEOPOROSIS CENTER INC,arthritisofreading.com,WYOMISSING,PA,39D0952961
AZIZKHAN INTERNAL MEDICINE ASSOCIATES,azizkhaninternalmedicine.com,CAMP HILL,PA,39D0978140
"BIOLOGICAL SPECIALTY COMPANY, LLC",biospecialty.com,COLMAR,PA,39D0986074
SALIMETRICS LLC,salimetrics.com,STATE COLLEGE,PA,39D0986679
"INFECTIOUS DISEASE LABORATORIES, UNIV OF PITTS",dom.pitt.edu,PITTSBURGH,PA,39D1010503
BALDASSANO DERMATOPATHOLOGY PC,drbaldassano.com,LOWER GWYNEDD,PA,39D1041216
ATLANTIC DERMATOPATHOLOGY LLC,contractlaboratory.com,LESTER,PA,39D1072929
ST GEORGE'S LAB,stgeorgeslab.com,JOHNSTOWN,PA,39D1097101
YORK HOSP PULM PHYSIOLOGY LAB,wellspan.org,YORK,PA,39D1107858
HELOMICS CORPORATION,helomics.com,PITTSBURGH,PA,39D2008853
PARTNERS IN SPECIALTY PATHOLOGY,psppath.com,LANCASTER,PA,39D2037437
PHOENIXVILLE VALLEY FORGE DERMATOLOGY ASSOC,phoenixvillevalleyforgedermatology.com,PHOENIXVILLE,PA,39D2076698
"PRIMBIO RESEARCH INSTITUTE, LLC",primbioresearch.com,GARNET VALLEY,PA,39D2085645
"GATES PHYSICIAN SERVICES, LLC",providers.upmc.com,ALTOONA,PA,39D2107217
ARIEL PRECISION MEDICINE INC,arielmedicine.com,PITTSBURGH,PA,39D2126563
LABORATORY ASSOCIATES OF ERIE LLC,associatedclinicallabs.com,ERIE,PA,39D2135920
"CENTER FOR EMERGENCY MEDICINE OF WESTERN PA, INC",centerem.org,WEST MIFFLIN,PA,39D2142578
"CSL PLASMA, INC",cslplasma.com,WILKES BARRE,PA,39D2179898
"CONTAMINATION SOURCE IDENTIFICATION, LLC",csidx.com,HUNTINGDON,PA,39D2180522
STEMEXPRESS DBA CGT GLOBAL,cgt.global,EAST NORRITON,PA,39D2243490
"RDL CONSULTING, LLC",rdlconsultingllc.com,BETHLEHEM,PA,39D2251137
ADVANCED GENOMICS,advancedgenomicsinc.com,FEASTERVILLE TREVOSE,PA,39D2262818
PRISM MOLECULAR,prismmolecular.com,BLAKELY,PA,39D2278293
INSTITUTE FOR DERMATOPATHOLOGY INC,dermpathdiagnostics.com,FLOURTOWN,PA,39D2290587
VINODH PILLAI,pathology.med.upenn.edu,PENN VALLEY,PA,39D2314273
PRESCIENT LAB SERVICES,prescientlabservices.com,HERSHEY,PA,39D2320997
ACHD CLINICAL SERVICES,chp.edu,PITTSBURGH,PA,39D2321933
GEISINGER DICKSON CTY CC LAB,geisinger.org,DICKSON CITY,PA,39D2322520
LABORATORIO CLINICO VALLE ARRIBA,laboratoriospr.com,CAROLINA,PR,40D0000265
LABORATORIO CLINICO IRIZARRY GUASCH,milaboratoriopr.com,SAN GERMAN,PR,40D0000744
LABORATORIO CLINICO Y  BACTERIOLOGICO BORINQUEN,laboratoriosborinquen.com,AGUADILLA,PR,40D0657978
LABORATORIO CLINICO FERAM,laboratorioferam.com,AIBONITO,PR,40D0657985
LABORATORIO CLINICO ROLMAR-RIVERA INC,laboratoriosrolmar.com,AIBONITO,PR,40D0657986
LABORATORIO CLINICO ANASCO,misresultados.com,ANASCO,PR,40D0657987
LABORATORIO CLINICO RODRIGUEZ,laboratoriorodriguez.com,ARECIBO,PR,40D0657993
LAB CLINICO TOLEDO,laboratoriotoledo.com,ARECIBO,PR,40D0657994
LABORATORIO CLINICO TOLEDO,laboratoriotoledo.com,ARECIBO,PR,40D0657995
QUEST DIAGNOSTICS LABORATORIO DE ANALISIS CLINICO,questdiagnostics.com,BARCELONETA,PR,40D0658002
LABORATORIO CLINICO BORINQUEN - HERMANAS DAVILA,laboratoriosborinquen.com,BAYAMON,PR,40D0658013
LABORATORIO CLINICO BORINQUEN - FOREST HILLS,laboratoriosborinquen.com,BAYAMON,PR,40D0658016
LABORATORIO CLINICO DR CAJIGAS,cajigas.com,BAYAMON,PR,40D0658017
LABORATORIO TERESITA,laboratorioteresita.com,BAYAMON,PR,40D0658020
LABORATORIO CLINICO LOMAS VERDES,laboratoriolomasverdes.com,BAYAMON,PR,40D0658022
LABORATORIO CLINICO PLAZA,laboratoriobayamon.com,BAYAMON,PR,40D0658023
LABORATORIO CLINICO SANTA JUANITA,es.puertoricoindex.com,BAYAMON,PR,40D0658024
LABORATORIO CLINICO BAYAMON,laboratoriobayamon.com,BAYAMON,PR,40D0658026
LABORATORIO CLINICO JERICO,superpagespr.com,CABO ROJO,PR,40D0658032
LABORATORIO CLINICO BORINQUEN,laboratoriosborinquen.com,CAGUAS,PR,40D0658037
LABORATORIO CLINICO TURABO,puertoricoindex.com,CAGUAS,PR,40D0658039
LABORATORIO CLINICO TROPICAL BY VILLA  ANA,laboratoriovillaana.com,CAGUAS,PR,40D0658040
LABORATORIO CLINICO BORINQUEN-BAIROA,laboratoriosborinquen.com,CAGUAS,PR,40D0658041
LABORATORIO CLINICO VILLA ANA CAGUAS,laboratoriovillaana.com,CAGUAS,PR,40D0658043
LABORATORIO CLINICO VEGA,labclinicovega.com,CAMUY,PR,40D0658048
LABORATORIO CLINICO CANOVANAS,,CANOVANAS,PR,40D0658052
"LABORATORIO CLINICO DOCTOR'S CENTER-2, INC",reviews.birdeye.com,VILLA CAROLINA,PR,40D0658056
LABORATORIO CLINICO LAS ANTILLAS,superpagespr.com,CAYEY,PR,40D0658062
LABORATORIO CLINICO DEFILLO FRANCESCHI,puertoricoindex.com,GUAYANILLA,PR,40D0658065
