name,domain,city,state,clia_number
LABORATORY & PATHOLOGY DIAGNOSTICS,labpathdx.com,NAPERVILLE,IL,14D2227207
ALC DIAGNOSTICS LLC,alcdx.com,DES PLAINES,IL,14D2228364
ILLINIOS TECH LABS INC,testitl.com,SKOKIE,IL,14D2253709
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,ROCKFORD,IL,14D2255902
"NEOGENOMICS LABORATORIES, INC",neogenomics.com,TINLEY PARK,IL,14D2269729
BIOLIFE PLASMA SERVICES,biolifeplasma.com,CHICAGO,IL,14D2278605
"OAK PARK LAB, LLC",oakparklab.com,OAK PARK,IL,14D2281361
HNQ CONSULTING INC,hqconsultinginc.com,GLENVIEW,IL,14D2287780
FIRST BIO LAB OF ILLINOIS LLC,138.68.39.23,ARLINGTON HEIGHTS,IL,14D2292448
SOLARIS DX2 LLC,tiltonsolar.com,TILTON,IL,14D2310197
YAFA MEDICAL LAB INC,yafalab.com,OAK LAWN,IL,14D2312556
ONCOOPTIMA INC,oncooptima.com,CHICAGO,IL,14D2321920
"CYTOLOGY PATH SERVICES, INC",cytopath.cc,INDIANAPOLIS,IN,15D0353522
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,CARMEL,IN,15D0355012
SOUTH BEND MEDICAL FOUNDATION/MEMORIAL LAB,sbmf.org,SOUTH BEND,IN,15D0357146
VANDERBURGH COUNTY HEALTH DEPARTMENT,vanderburghhealth.org,EVANSVILLE,IN,15D0361375
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,FORT WAYNE,IN,15D0663648
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,MUNCIE,IN,15D0668906
MARION COUNTY PUBLIC HEALTH STAT LABORATORIES,marionhealth.org,INDIANAPOLIS,IN,15D0684048
ELKHART COUNTY HEALTH DEPT,health.elkhartcounty.com,ELKHART,IN,15D0687159
BECK ANALYTICAL SERVICES LLC,becklabs.com,GREENWOOD,IN,15D0857296
"CSL PLASMA, INC",cslplasma.com,EVANSVILLE,IN,15D0862908
MID AMERICA PATHOLOGY SERVICES,,CARMEL,IN,15D0935056
CYTOLOGY PATHOLOGY SERVICES,solvhealth.com,AVON,IN,15D0987079
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,KOKOMO,IN,15D1024841
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,ELKHART,IN,15D1093850
BIOLIFE PLASMA SERVICES,biolifeplasma.com,FORT WAYNE,IN,15D2069078
"LABORATORY CORPORATION OF AMERICA HOLDINGS,",labcorp.com,TERRE HAUTE,IN,15D2073570
"CSL PLASMA, INC",cslplasma.com,INDIANAPOLIS,IN,15D2103093
BIOLIFE PLASMA SERVICES,biolifeplasma.com,GREENWOOD,IN,15D2111948
"INDIGOBRIDGE LABORATORIES, LLC",indigobridgelab.com,WEST LAFAYETTE,IN,15D2129713
"CSL PLASMA, INC",cslplasma.com,HOBART,IN,15D2144183
SOUTH BEND MEDICAL FOUNDATION / EGH,sbmf.org,ELKHART,IN,15D2147528
"LABCORP EARLY DEVELOPMENT LABORATORIES, INC",drugdevelopment.labcorp.com,GREENFIELD,IN,15D2225409
"TECHNICAL RESOURCE MANAGEMENT, LLC",opengovus.com,INDIANAPOLIS,IN,15D2226770
SOLARIS DX,solarisdx.com,INDIANAPOLIS,IN,15D2289299
SCOPE DX LLC,scopedx.org,INDIANAPOLIS,IN,15D2315802
MARY GREELEY MEDICAL CENTER,mgmc.org,AMES,IA,16D0382531
LABCORP WATERLOO,locations.labcorp.com,WATERLOO,IA,16D0384932
CROSS MEDICAL LABORATORIES LLP,crossmedicallabs.com,IOWA CITY,IA,16D0386471
SIOUXLAND DISTRICT HEALTH DEPARTMENT,siouxlanddistricthealth.org,SIOUX CITY,IA,16D0648020
STATE HYGIENIC LABORATORY,shl.uiowa.edu,CORALVILLE,IA,16D0648109
POLK COUNTY HEALTH DEPARTMENT,polkcountyiowa.gov,DES MOINES,IA,16D0667028
STATE HYGIENIC LABORATORY,shl.uiowa.edu,ANKENY,IA,16D0709302
BIOLIFE PLASMA SERVICES,biolifeplasma.com,DUBUQUE,IA,16D0722305
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,CORALVILLE,IA,16D0722440
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,CEDAR RAPIDS,IA,16D0901558
LABCORP-DAVENPORT,locations.labcorp.com,DAVENPORT,IA,16D0915920
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,AMES,IA,16D0946208
ELEMENT MATERIALS TECHNOLOGY IOWA CITY INC,element.com,NORTH LIBERTY,IA,16D1016194
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,SIOUX CITY,IA,16D1094097
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,CEDAR FALLS,IA,16D1105044
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,CEDAR RAPIDS,IA,16D2056036
UPH LABORATORY SUNNYBROOK MEDICAL PLAZA,sunnybrookmedicalplaza.net,SIOUX CITY,IA,16D2061430
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,WATERLOO,IA,16D2066137
HEALTH RESEARCH INSTITUTE,hrilabs.org,FAIRFIELD,IA,16D2122655
"WELAND CLINICAL LABORATORIES, PC",welandlaboratories.com,WATERLOO,IA,16D2171828
"CARDIO DIAGNOSTICS, INC",cdio.ai,IOWA CITY,IA,16D2331364
KANSAS HEALTH AND ENVIRONMENTAL LABORATORY,kdheks.gov,TOPEKA,KS,17D0648254
SALINE COUNTY HEALTH DEPARTMENT,salinecountyks.gov,SALINA,KS,17D0648346
WPM PATHOLOGY LABORATORY,wpmpath.com,SALINA,KS,17D0648347
JOHNSON COUNTY DEPT OF HEALTH & ENVIRONMENT,jocogov.org,OLATHE,KS,17D0667024
PH ENTERPRISES INC DBA MAG-LAB,chamberdata.net,PITTSBURG,KS,17D0901100
LABCORP KANSAS INC - MAIN LAB,labcorp.com,WICHITA,KS,17D0985294
"HEARTLAND PATHOLOGY, PA",heartlandpathology.com,WICHITA,KS,17D1027743
"LABCORP KANSAS, INC - FOUNDER'S CIRCLE",labcorp.com,WICHITA,KS,17D1041555
LABORATORY CORPORATION OF AMERICA HOLDINGS,locations.labcorp.com,MANHATTAN,KS,17D1060629
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,OVERLAND PARK,KS,17D1069017
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,OVERLAND PARK,KS,17D1069020
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,OLATHE,KS,17D1069021
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,OVERLAND PARK,KS,17D1085173
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,OVERLAND PARK,KS,17D2046183
"HEARTLAND PATHOLOGY DIAGNOSTICS, LLC",heartlandpathology.com,WICHITA,KS,17D2093824
MAWD PATHOLOGY GROUP PA,mawdpathology.com,PARSONS,KS,17D2147750
"KC BARIATRIC, LLC",kcbariatric.com,LENEXA,KS,17D2217035
"MIDWEST PATHOLOGY ASSOCIATES, LLC",mpapath.com,OVERLAND PARK,KS,17D2227386
LABORATORY CORPORATION OF AMERICA HOLDINGS,locations.labcorp.com,LENEXA,KS,17D2227560
WPM PATHOLOGY LABORATORY CHRTD-VALLEY CENTER,wpmpath.com,VALLEY CENTER,KS,17D2273617
"HMH I, LLC",hmhco.com,OVERLAND PARK,KS,17D2278511
"KC PATHOLOGY, PA",kcpathology.com,OVERLAND PARK,KS,17D2315013
LOUISVILLE METRO HEALTH DEPT LABORATORY,louisvilleky.gov,LOUISVILLE,KY,18D0321506
WESTERN KENTUCKY REGIONAL BLOOD CENTER,wkrbc.org,OWENSBORO,KY,18D0326385
BAPTIST HEALTH DEACONESS MEDICAL GROUP,baptisthealthdeaconess.com,POWDERLY,KY,18D0326452
UNIVERSITY OF LOUISVILLE INFECTIOUS DISEASES,medicine.louisville.edu,LOUISVILLE,KY,18D0648480
APPALACHIAN REGIONAL HEALTHCARE REFERENCE,arh.org,HAZARD,KY,18D0648509
RCH MEDICAL ARTS LAB,russellcohospital.org,RUSSELL SPRINGS,KY,18D0665671
LABORATORY CORPORATION OF AMERICA,locations.labcorp.com,LEXINGTON,KY,18D0683724
GRAVES GILBERT CLINIC PLLC,gravesgilbert.com,BOWLING GREEN,KY,18D0692926
FAMILY DERMATOLOGY,familydermky.com,LOUISVILLE,KY,18D0931856
OWENSBORO MEDICAL PRACTICE LABORATORY,owensboromedical.com,OWENSBORO,KY,18D0989820
CLEANSE CLINIC PSC,thecleanseclinic.com,LOUISVILLE,KY,18D2120455
"ASSOCIATED PATHOLOGIST, LLC",associated-pathologists.com,HOPKINSVILLE,KY,18D2130538
"HC SYSTEMS, LLC D/B/A COASTAL BIOTECH",coastalbiotech.com,LEXINGTON,KY,18D2169907
"ADIS DIAGNOSTICS, LLC",everydayhealth.care,LANCASTER,KY,18D2176709
"DBC PATH, LLC",pathways-ky.org,LEXINGTON,KY,18D2211096
THR PEDIATRICS & WELLNESS CENTER,thrpediatrics.com,LOUISVILLE,KY,18D2227310
CARDINAL LABS,cardinaltechnologyky.com,LOUISVILLE,KY,18D2289947
"RG DIAGNOSTICS, LLC",rgdiagnostics.us,JACKSON,KY,18D2304762
"INFORM DIAGNOSTICS, INC",informdx.com,ANCHORAGE,KY,18D2305199
LOUISIANA OFFICE OF PUBLIC HEALTH LABORATORY,ldh.la.gov,BATON ROUGE,LA,19D0663536
"DELTA PATHOLOGY GROUP, LLC - NORTHEAST",deltapathology.com,WEST MONROE,LA,19D0966840
DELTA PATHOLOGY GROUP LLC  LAFAYETTE  LOURDES,deltapathology.com,LAFAYETTE,LA,19D2010173
"DELTA PATHOLOGY GROUP, LLC - WOMEN'S & CHILDREN'S",deltapathology.com,LAFAYETTE,LA,19D2014889
"PATHOLOGY LABORATORY, INC, THE",picksie.com,LAFAYETTE,LA,19D2018531
DELTA PATHOLOGY GROUP-WEST JEFFERSON MEDICAL CNTR,deltapathology.com,MARRERO,LA,19D2036128
"SKINPATH DIAGNOSTICS, LLC",skinpathsolutions.com,MATHEWS,LA,19D2061541
BATON ROUGE CLINIC CENTRAL LAB,batonrougeclinic.com,MONROE,LA,19D2093805
"DELTA PATHOLOGY GROUP, LLC AT TOURO INFIRMARY",deltapathology.com,NEW ORLEANS,LA,19D2135612
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,MINDEN,LA,19D2170631
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp-locations.com,NATCHITOCHES,LA,19D2170632
LABORATORY CORPORATION OF AMERICA HOLDINGS,locations.labcorp.com,SHREVEPORT,LA,19D2170633
QUEST DIAGNOSTICS MARY BIRD PERKINS CANCER CENTER,marybird.org,COVINGTON,LA,19D2226722
RESOLVE MOLECULAR DIAGNOSTICS LLC,resolvemdx.com,METAIRIE,LA,19D2237355
"DELTA PATHOLOGY GROUP, LLC NLMC",deltapathology.com,RUSTON,LA,19D2255229
"ADMA BIOCENTERS GEORGIA, INC",admabiocenters.com,HAMMOND,LA,19D2259195
"PATHOLOGY LABORATORY, LLC -- ALEXANDRIA, THE",,ALEXANDRIA,LA,19D2294114
ORION LABORATORIES,orion.healthcare,BATON ROUGE,LA,19D2296523
"DELTA PATHOLOGY GROUP, LLC - WK PIERREMONT",deltapathology.com,SHREVEPORT,LA,19D2312521
"DELTA PATHOLOGY GROUP, LLC-WK BOSSIER",deltapathology.com,BOSSIER CITY,LA,19D2312646
"DELTA PATHOLOGY GROUP, LLC-WK SOUTH",deltapathology.com,SHREVEPORT,LA,19D2312648
DELTA PATHOLOGY GROUP LLC - WK NORTH,deltapathology.com,SHREVEPORT,LA,19D2312834
"DELTA PATHOLOGY GROUP LLC, ASC",deltapathology.com,COVINGTON,LA,19D2313029
OCHSNER LSU HEALTH SHREVEPORT REGIONAL UROLOGY PPM,ochsnerlsuhs.org,SHREVEPORT,LA,19D2319048
LAKE CRESCENT HEALTH LLC,lakecrescenthealth.com,BATON ROUGE,LA,19D2330525
MAINE HEALTH & ENVIRONMENTAL TESTING LAB,www3.maine.gov,AUGUSTA,ME,20D0649525
QUEST DIAGNOSTICS LLC,locations.questdiagnostics.com,BANGOR,ME,20D2277679
PATHOLOGY ASSOCIATES LABORATORIES PC,pathologyassociates.net,BALTIMORE,MD,21D0219659
MD DEPT OF HEALTH,health.maryland.gov,BALTIMORE,MD,21D0649758
ORAL PATHOLOGY CONSULTANTS,dental.umaryland.edu,BALTIMORE,MD,21D0649765
BALTIMORE CITY HEALTH DEPT EASTERN SEXUAL HLTH CLI,baltimorecity.gov,BALTIMORE,MD,21D0710717
ORAL PATHOLOGY SERVICES,gmoralsurgery.com,GAITHERSBURG,MD,21D0941021
CLIA MOLECULAR DIAGNOSTICS LABORATORY,frederick.cancer.gov,FREDERICK,MD,21D0947274
LABORATORY OF PARASITIC DISEASES,ghedinlab.org,BETHESDA,MD,21D0957207
LABORATORY CORPORATION OF AMERICA,locations.labcorp.com,LINTHICUM,MD,21D0981877
PRINCE GEORGE'S CO HEALTH DEPARTMENT STD STAT LAB,princegeorgescountymd.gov,CHEVERLY,MD,21D1085624
GEORGETOWN DERMPATH,georgetowndermpath.com,EASTON,MD,21D1093911
CAPITOL DERMATOPATHOLOGY LLC,bdlab.com,BETHESDA,MD,21D1099518
JOHNS HOPKINS BIOLOGICAL REPOSITORY,grcf.jhmi.edu,BALTIMORE,MD,21D2004577
SMITHERS PHARMACEUTICAL DEVELOPMENT  SERVICES,smithers.com,GAITHERSBURG,MD,21D2074024
CAPITAL DIAGNOSTICS,capitaldxlab.com,LAUREL,MD,21D2076584
MOLECULAR CHARACTERIZATION LABORATORY,frederick.cancer.gov,FREDERICK,MD,21D2097127
"CHESAPEAKE TOXICOLOGY RESOURCES, LLC",ctrlabs.com,FREDERICK,MD,21D2105193
"NEURODIAGNOSTICS, INC, DBA SYNAPS DX",synapsdx.com,ROCKVILLE,MD,21D2130277
LAB RX LLC,labrxpartners.com,FREDERICK,MD,21D2138383
PHI LIFE SCIENCES,philifesciences.com,COLLEGE PARK,MD,21D2158103
"CSL PLASMA, INC",cslplasma.com,DISTRICT HEIGHTS,MD,21D2159794
NEW DISCOVERY LABORATORIES,newdiscoverylabs.com,BALTIMORE,MD,21D2196263
MINOMIC INC,minomic.com,GAITHERSBURG,MD,21D2255627
"HAYSTACK ONCOLOGY, INC",haystackoncology.com,BALTIMORE,MD,21D2278691
OXFORD BIODYNAMICS INC,oxfordbiodynamics.com,FREDERICK,MD,21D2284653
PATH READS LLC,pathtoreading.com,ELLICOTT CITY,MD,21D2310132
DRUID FAMILY PLANNING CLINIC,bedsider.org,BALTIMORE,MD,21D2332152
MGB PATHOLOGY - PMA LAB,massgeneralbrigham.org,HAVERHILL,MA,22D0071593
SKIN PATHOLOGY LABORATORY INC,skinpathlab.com,BOSTON,MA,22D0075241
ALLETESS MEDICAL LABORATORY,alletess.co,ROCKLAND,MA,22D0080258
MASSACHUSETTS DEPARTMENT OF PUBLIC HEALTH,mass.gov,JAMAICA PLAIN,MA,22D0650270
"ADULT & PEDIATRIC DERMATOLOGY, PC",apderm.com,WESTFORD,MA,22D0687234
NEW ENGLAND NEWBORN SCREENING PROGRAM,nensp.umassmed.edu,WORCESTER,MA,22D0935548
QUEST DIAGNOSTICS MASSACHUSETTS LLC,locations.questdiagnostics.com,WORCESTER,MA,22D1034604
"IMGEN DIAGNOSTICS, INC",imgendx.com,NORWOOD,MA,22D1040440
"DERMPATH NEW ENGLAND, LLC",startupwebsolutions.com.au,WELLESLEY HILLS,MA,22D1049111
DERMATOPATHOLOGY CONSULTATIONS LLC,dermatopathologyconsultations.com,BURLINGTON,MA,22D1049112
CLEANSLATE CENTERS,cleanslatecenters.com,HOLYOKE,MA,22D1105941
MERSI IMMUNOPATHOLOGY LABORATORY,mersi.com,WALTHAM,MA,22D2017227
CLS DIAGNOSTICS,clsdiagnostics.com,FRANKLIN,MA,22D2048596
QUEST DIAGNOSTICS MASSACHUSETTS LLC,locations.questdiagnostics.com,WORCESTER,MA,22D2059744
SBH DIAGNOSTICS INC,sbhdiagnostics.com,NATICK,MA,22D2060724
LABCORP AT ST VINCENT CANCER & WELLNESS,stvincenthospital.com,WORCESTER,MA,22D2061396
BEACON PATHOLOGY LLC,beaconpathology.com,DOVER,MA,22D2063384
EPIGENDX INC,epigendx.com,HOPKINTON,MA,22D2079826
"QUANTUM PATHOLOGY, LLC",quantumpathology.com,WALTHAM,MA,22D2081781
NEW AMSTERDAM GENOMICS CAMBRIDGE LAB,nagenomics.com,CAMBRIDGE,MA,22D2084314
"EAST SIDE CLINICAL LABORATORY, INC",eastsidelab.com,FALL RIVER,MA,22D2084765
ADULT & PEDIATRIC DERMATOLOGY PC,apderm.com,CONCORD,MA,22D2084929
"MICROBIOLOGY DX, INC",microbiologydx.com,BEDFORD,MA,22D2089996
KBMO DIAGNOSTICS,kbmodiagnostics.com,HOPEDALE,MA,22D2095272
PRECISION TOXICOLOGY LLC DBA PRECISION DIAGNOSTICS,precisiontoxicology.com,DARTMOUTH,MA,22D2133197
QUEST DIAGNOSTICS MASSACHUSETTS LLC,locations.questdiagnostics.com,BROCKTON,MA,22D2142457
KUCHNIR DERMATOLOGY & DERMATOLOGIC SURGERY,kuchnirdermatology.com,MARLBOROUGH,MA,22D2149497
CGT GLOBAL,cgt.global,BOSTON,MA,22D2159614
ETHOS LABORATORIES,ethos-labs.com,WORCESTER,MA,22D2216336
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,MEDFORD,MA,22D2253325
MGB HOME HOSPITAL,homehospital.bwh.harvard.edu,CAMBRIDGE,MA,22D2253860
PROGENE DX LLC,progenedx.com,BEDFORD,MA,22D2259522
CANVENTA NORTHEAST,northeast.canventa.com,MANSFIELD,MA,22D2263016
"NEW ENGLAND LIFEFLIGHT, INC",bostonmedflight.org,BEDFORD,MA,22D2273556
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,ATTLEBORO,MA,22D2274949
GENOMICS INC,genomicexpression.com,BEVERLY,MA,22D2290518
PREDICTA BIOSCIENCES,predictabiosciences.com,CAMBRIDGE,MA,22D2314039
"COHEN DERMATOPATHOLOGY, PC DBA INFORM DIAGNOSTICS",informdx.com,CARLISLE,MA,22D2316555
SAGINAW COUNTY HEALTH DEPARTMENT,saginawpublichealth.org,SAGINAW,MI,23D0374190
QUEST DIAGNOSTICS FLINT RRL,locations.questdiagnostics.com,FLINT,MI,23D0664147
"CSL PLASMA, INC",cslplasma.com,LANSING,MI,23D0672133
"CANCER AND HEMATOLOGY CENTERS, THE",thechc.com,ROSEVILLE,MI,23D0675313
BIOLIFE PLASMA SERVICES,biolifeplasma.com,WALKER,MI,23D0676909
BIOLIFE PLASMA SERVICES L P,biolifeplasma.com,GRAND RAPIDS,MI,23D0689983
WSU INFECTIOUS DISEASE LABORATORY,infectiousdiseases.med.wayne.edu,DETROIT,MI,23D0701648
SAGINAW COUNTY HEALTH DEPARTMENT,saginawpublichealth.org,SAGINAW,MI,23D0876614
"CANCER AND HEMATOLOGY CENTERS, THE",thechc.com,HOLLAND,MI,23D0929489
"CANCER AND HEMATOLOGY CENTERS, THE",thechc.com,EAST LANSING,MI,23D0973254
BIOLIFE PLASMA SERVICES L P,biolifeplasma.com,MOUNT PLEASANT,MI,23D1019377
FORENSIC FLUIDS LABORATORIES INC,forensicfluids.com,KALAMAZOO,MI,23D1045429
WESTERN SLOPE LABORATORY,westernslopelabs.com,TROY,MI,23D1047507
"CANCER AND HEMATOLOGY CENTERS, THE",thechc.com,NORTON SHORES,MI,23D1081376
CSL PLASMA INC,cslplasma.com,SOUTHFIELD,MI,23D2002432
GREAT LAKES MEDICAL LABORATORIES INC,glmlinc.com,DEARBORN,MI,23D2028847
QUEST DIAGNOSTICS - CADILLAC,locations.questdiagnostics.com,CADILLAC,MI,23D2033441
CSL PLASMA INC,cslplasma.com,ROSEVILLE,MI,23D2036201
"AMERATHON, LLC",fhgov.com,FARMINGTON HILLS,MI,23D2045786
"CSL PLASMA, INC",cslplasma.com,LINCOLN PARK,MI,23D2060525
"DIRECT PATH SERVICES, P C",dirpath.com,BINGHAM FARMS,MI,23D2063166
CSL PLASMA INC,cslplasma.com,PONTIAC,MI,23D2075442
BIOLIFE PLASMA SERVICES L P,biolifeplasma.com,GRANDVILLE,MI,23D2078501
"CSL PLASMA, INC",cslplasma.com,LANSING,MI,23D2089978
"CSL PLASMA, INC",cslplasma.com,HIGHLAND PARK,MI,23D2093052
"CSL PLASMA, INC",cslplasma.com,FORT GRATIOT,MI,23D2119598
"CANCER AND HEMATOLOGY CENTERS, THE",thechc.com,GRAND RAPIDS,MI,23D2125912
"CSL PLASMA, INC",cslplasma.com,WYOMING,MI,23D2128049
QUEST DIAGNOSTICS INC - DEARBORN RRL,locations.questdiagnostics.com,DEARBORN,MI,23D2129463
"CSL PLASMA, INC",cslplasma.com,PORTAGE,MI,23D2130555
"CSL PLASMA, INC",cslplasma.com,JACKSON,MI,23D2153139
"CSL PLASMA, INC",cslplasma.com,GRAND BLANC,MI,23D2164027
"BIOLIFE PLASMA SERVICES, L P",biolifeplasma.com,WARREN,MI,23D2190107
"CSL PLASMA, INC",cslplasma.com,MUSKEGON,MI,23D2210180
DERMATOPATHOLOGY LABORATORY OF CENTRAL STATES,dermpathlab.com,CLINTON TOWNSHIP,MI,23D2210534
BIOLIFE PLASMA SERVICES L P,biolifeplasma.com,LIVONIA,MI,23D2211201
"CANCER AND HEMATOLOGY CENTERS LABORATORY, THE",thechc.com,GRAND RAPIDS,MI,23D2235787
BIOLIFE PLASMA SERVICES L P,biolifeplasma.com,HOLLAND,MI,23D2273577
"CANCER AND HEMATOLOGY CENTERS, THE",thechc.com,BIG RAPIDS,MI,23D2277833
HORIZON HEALTH LABS,horizonlaboratory.com,CLINTON TOWNSHIP,MI,23D2313128
OAKLAND COUNTY HEALTH DIVISION NORTH CLINIC LAB,oakgov.com,PONTIAC,MI,23D2324138
NORTHERN GLOW MIDWIFERY,northernglowmidwifery.com,TRAVERSE CITY,MI,23D2336319
"CSL PLASMA, INC",cslplasma.com,MINNEAPOLIS,MN,24D0401849
LAKE REGION HEALTHCARE - ELBOW LAKE,lrhc.org,ELBOW LAKE,MN,24D0406304
CENTRAL REGIONAL PATHOLOGY LABORATORIES,crplhome.com,MAPLEWOOD,MN,24D0651212
LIFELINK III,lifelinkiii.com,SHOREVIEW,MN,24D0724410
"CSL PLASMA, INC",cslplasma.com,DULUTH,MN,24D0862922
"SCIENTIFIC RESEARCH CONSORTIUM, INC",mbbnet.ahc.umn.edu,SAINT PAUL,MN,24D0882688
RSI LABORATORIES,rsilaboratories.org,MINNEAPOLIS,MN,24D0882916
HENNEPIN HEALTHCARE-EMS-COMMUNITY PARAMEDICS,hennepinems.org,MINNEAPOLIS,MN,24D0939682
HOSPITAL PATHOLOGY ASSOCIATES PA,hpath.com,MINNEAPOLIS,MN,24D1091076
VALLEY MEDICAL AND WELLNESS,valleymedical.com,BURNSVILLE,MN,24D2072541
"CSL PLASMA, INC",cslplasma.com,BLOOMINGTON,MN,24D2082589
MMS LAB SERVICES,mmlaboratoryservices.com,BURNSVILLE,MN,24D2085776
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,MAPLE GROVE,MN,24D2101713
"CSL PLASMA, INC",cslplasma.com,SAINT PAUL,MN,24D2123956
AXIS CLINICALS LLC,axisclinicalsusa.com,DILWORTH,MN,24D2131019
"EUROFINS DONOR & PRODUCT TESTING, LLC, MINNEAPOLIS",eurofinsus.com,MINNEAPOLIS,MN,24D2140972
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,NEW BRIGHTON,MN,24D2155134
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,SAINT PAUL,MN,24D2211033
LABORATORY CORPORATION OF AMERICA,labcorp.com,ROBBINSDALE,MN,24D2240276
SARIKA GUPTA MBBS,nationaldatasearch.com,ROCHESTER,MN,24D2289242
PROGRESSIVE HEALTH OF HOUSTON,phghouston.com,HOUSTON,MS,25D0029591
GORTON LAB & XRAY,medicarelist.com,BELZONI,MS,25D0317334
MEMPHIS PATHOLOGY LABORATORY DBA AEL-JACKSON MS,ael.com,FLOWOOD,MS,25D0866582
MISSISSIPPI PUBLIC HEALTH LABORATORY,msdh.ms.gov,JACKSON,MS,25D1096223
OCEAN SPRINGS MEDICAL PARK LABORATORY,singingriverhealthsystem.com,OCEAN SPRINGS,MS,25D2093496
MEMPHIS PATHOLOGY LABORATORY DBA AMERICAN ESOTERIC,ael.com,GRENADA,MS,25D2098363
"MEDPLUS URGENT CLINIC, LLC",medplus.care,TUPELO,MS,25D2099996
PRECISION LIFE SCIENCES LLC,plslab.com,OLIVE BRANCH,MS,25D2230030
LSP SOUTHEAST LLC,labsvcs.com,BAY SAINT LOUIS,MS,25D2277825
COMPLETE DIAGNOSTIC LABORATORIES,compdxlab.com,SOUTHAVEN,MS,25D2290782
TRUSTCARE HEALTH LABORATORY,trustcarehealth.com,RIDGELAND,MS,25D2305715
DELTA PUBLIC HEALTH REGION,mscrd.org,GREENWOOD,MS,25D2316910
"CSL PLASMA, INC",cslplasma.com,KANSAS CITY,MO,26D0444199
ENVIRONMENTAL HEALTH LABORATORIES,stlouiscountymo.gov,BERKELEY,MO,26D0663829
"KANSAS CITY, MO HEALTH DEPARTMENT",kcmo.gov,KANSAS CITY,MO,26D0668350
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,INDEPENDENCE,MO,26D0668901
"CSL PLASMA, INC",cslplasma.com,KANSAS CITY,MO,26D0672130
SPRINGFIELD-GREENE COUNTY HEALTH DEPARTMENT,health.springfieldmo.gov,SPRINGFIELD,MO,26D0702889
"CSL PLASMA, INC",cslplasma.com,SPRINGFIELD,MO,26D0862932
SLUCARE PHYSICIAN GROUP DERM MOHS CSM,slucare.com,SAINT LOUIS,MO,26D0872684
MERCY LABORATORY SERVICES - WHITESIDE,mercy.net,SPRINGFIELD,MO,26D0901516
WASHINGTON COUNTY AMBULANCE DISTRICT,wcadems.org,MINERAL POINT,MO,26D0921146
"THYROID SPECIALTY LABORATORY, INC",npidashboard.com,FENTON,MO,26D0953866
SAINT LOUIS UNIVERSITY CENTER FOR VACCINE,slu.edu,SAINT LOUIS,MO,26D2022337
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,INDEPENDENCE,MO,26D2062377
"CSL PLASMA, INC",cslplasma.com,SAINT LOUIS,MO,26D2065836
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,SPRINGFIELD,MO,26D2096081
"MOGENE, LLC",mogene.com,SAINT LOUIS,MO,26D2099356
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,WARRENSBURG,MO,26D2100972
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,SAINT PETERS,MO,26D2124373
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,KANSAS CITY,MO,26D2141601
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,SAINT LOUIS,MO,26D2180531
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,SAINT ANN,MO,26D2180656
SAINT LOUIS COUNTY PUBLIC HEALTH - NORTH CENTRAL,stlouiscountymo.gov,SAINT LOUIS,MO,26D2182922
QUEST DIAGNOSTICS SPRINGFIELD RRL,locations.questdiagnostics.com,SPRINGFIELD,MO,26D2224298
QUEST DIAGNOSTICS - JOPLIN RRL,locations.questdiagnostics.com,JOPLIN,MO,26D2224300
QUEST DIAGNOSTICS - COLUMBIA RRL,locations.questdiagnostics.com,COLUMBIA,MO,26D2240693
